Filename,Description
20241006_145608_guardi_7bef0c0e-6899-42f9-81d4-99cbfdfebec3.jpg,"Scène religieuse où plusieurs figures entourent un enfant au centre, illuminé et en position sacrée."
20241006_145608_guardi_7c35052d-25d4-445a-9223-16f694b5c6a5.jpg,"Grande salle avec un groupe de personnes discutant, entourées d'objets et de décorations riches."
20241006_145608_guardi_9cb03271-fb07-4ed2-b6b8-3574c2b6d3b0.jpg,"Vue panoramique sur un canal animé avec des bâtiments et des bateaux, à Venise."
20241006_145608_janneck_65942648-ff0d-4fbe-a0ab-90d4a799a215.jpg,"Scène d'intérieur avec trois personnages, dont une jeune femme en train de lire un livre tandis qu'un homme assis l'écoute attentivement."
20241006_145608_janneck_a32d1688-f9fd-4078-95a6-527362cc9ffb.jpg,"Scène de taverne avec plusieurs personnages, un homme au centre, vêtu de rouge, attire l'attention du groupe."
20241006_145608_janneck_bed3deac-7521-4546-9737-38a2a5cfd589.jpg,"Fête élégante avec plusieurs personnages habillés en costumes colorés du XVIIIe siècle, dans un intérieur richement décoré."
20241006_145608_janneck_c66760a4-3a6d-4fcc-b21c-98f16410d782.jpg,"Scène en plein air où un groupe de personnes est réuni dans un cadre bucolique, discutant et s'amusant."
20241006_145608_janneck_dbad9ee2-2067-4e9a-b803-c847dd63f77f.jpg,Représentation de la Crucifixion avec des personnages en prière autour de la croix du Christ.
20241006_145608_janneck_f067dd97-6a02-4c05-8132-3625e1c38726.jpg,"Cérémonie nuptiale avec plusieurs personnages, dont la mariée et le marié entourés de leurs invités dans une grande salle."
20241006_145608_janneck_f63c1c38-7316-42cf-b83e-e2be885c3305.jpg,Scène pastorale avec des personnages élégants se promenant dans un jardin ou un parc sous des arbres luxuriants.
20241006_145608_jeaurat_5ae09063-9b76-4c77-8b22-c1a593b2af7e.jpg,"Discussion entre trois personnages vêtus de costumes du XVIIIe siècle, l'homme tend un plateau à la femme assise."
20241006_145608_jeaurat_622b500e-7248-4bad-8d10-442f9697d6ab.jpg,"Portrait d'une femme en robe blanche avec un perroquet sur son épaule, assise avec un jeune garçon à ses côtés."
20241006_145608_jeaurat_622b500e-7248-4bad-8d10-442f9697d6ab.jpg,"Scène d'intérieur avec une femme âgée assise, tandis qu'une servante prépare une boisson à ses côtés."
20241006_145608_jervas_9d250d90-092e-4aff-aff3-aa79002d30cc.jpg,"Portrait d'un homme en buste, avec une perruque poudrée et un manteau rouge, dans un style formel et classique."
20241006_145608_kobell_4699e438-5777-482d-8923-ca3972c32f2c.jpg,"Paysage champêtre avec une charrette tirée par des chevaux, traversant un pont en bois dans un cadre montagneux sous un ciel nuageux."
20241006_145608_kobell_a496f873-625c-411e-9000-dbec4ebc8d05.jpg,"Scène de tempête en mer, avec un navire en détresse, des vagues déchaînées et un ciel sombre et menaçant."
20241006_145608_kollonitsch_523cc292-6032-414f-891f-679cf9df43e9.jpg,"Portrait d'un homme en tenue formelle avec une perruque blanche, vêtu d'un habit marron et appuyé sur une canne, dans un cadre doré."
20241006_145608_koninck_1c28fbc7-8a34-4d4a-a198-6962c14fdce0.jpg,"Portrait d'un magistrat en robe rouge, assis dans un fauteuil, regardant le spectateur avec une expression sérieuse."
20241006_145608_koninck_d61fbaf3-74c3-4749-b36b-437375f14bce.jpg,"Portrait d'un homme portant un chapeau à plumes et un habit richement décoré, regardant vers la gauche avec une expression grave."
20241006_145608_kracker_2762d83b-2a74-4670-8c3b-8eaf33cec45b.jpg,"Vierge à l'Enfant entourée d'anges, dans une scène céleste ornée d'un cadre architectural."
20241006_145608_kracker_852bd9d6-9716-405a-a2ee-27d53eb30204.jpg,"Saint tenant un crucifix, accompagné d'un ange, dans un cadre sombre avec des symboles religieux."
20241006_145608_kracker_a95f204e-31f2-49c3-b91e-9d97c00b5448.jpg,"Scène religieuse montrant un saint guérissant un roi blessé, sous un ciel dramatique avec des bâtiments en arrière-plan."
20241006_145608_kracker_ce064efc-903b-431d-90d2-806f4d401baa.jpg,Scène biblique avec des personnages entourant un prophète dans un intérieur architectural grandiose.
20241006_145608_krafft_470e9e89-b02c-4b7d-9278-98cba4eae535.jpg,"Portrait d'une femme élégante vêtue d'une robe ornée de rubans roses, posant dans un cadre ovale."
20241006_145608_mura_f0d5c93a-6847-489c-a388-7f115b8fe422.jpg,"Fresque représentant une scène dramatique avec plusieurs personnages, probablement inspirée par la mythologie ou l'histoire religieuse."
20241006_145608_mura_fad6deaf-b3dc-4d02-a4c5-41868fa24f08.jpg,Scène biblique montrant la fuite en Égypte avec la Sainte Famille et un ange observant au-dessus.
20241006_145608_nasmyth_3c05d677-f68a-4d25-9f23-35ee1614e819.jpg,"Paysage côtier avec un château sur une falaise et une mer agitée en contrebas, capturant l'atmosphère sauvage de la côte."
20241006_145608_natoire_06bb6c6e-42b5-46cf-ac4c-f9e6d01b5aa8.jpg,"Fresque baroque représentant une scène d'abondance et de festivités, avec plusieurs personnages."
20241006_145608_natoire_0c734b1c-9a33-4acf-a405-7a4a700ff38e.jpg,Peinture mythologique où Vénus est entourée de Cupidon et d'autres figures mythologiques dans une scène céleste.
20241006_145608_natoire_57f4bb4b-a588-4d86-b897-31b17b76029d.jpg,"Scène de nature idyllique où Vénus, entourée de ses compagnons, profite d'un moment de détente dans un paysage champêtre."
20241006_145608_natoire_9bf3c878-9ac6-4e00-bf94-2d9633a9f1c7.jpg,Peinture allégorique avec des chérubins et un ange portant des symboles de temps et de vertu.
20241006_145608_natoire_d4d19948-0c8f-4750-8361-6f947f0d4158.jpg,"Représentation d'Adam et Ève dans le Jardin d'Éden sous le regard de Dieu, dans une scène biblique."
20241006_145608_nattier_0d64d8e1-88ee-4628-bac6-ea6b2ff16ba5.jpg,"Portrait d'une femme noble vêtue d'une robe luxueuse, symbolisant le statut social et la grâce."
20241006_145608_nattier_2ce1d740-5289-4313-9779-623ef7f14aa9.jpg,"Portrait d'une femme en robe rouge, assise dans un environnement sombre et mystérieux."
20241006_145608_abildgaard_00cecf1f-e29b-429c-a367-9342dd59465b.jpg,"Scène de rue avec plusieurs personnages en discussion et un chien, cadrée par des bâtiments majestueux."
20241006_145608_abildgaard_5a68082b-380a-46f7-928b-1a773821c91c.jpg,"Homme musclé agenouillé, enveloppé dans une peau de léopard, avec une expression intense."
20241006_145608_abildgaard_81c28336-10ca-4e10-836a-f7a59d1e2988.jpg,"Scène de rue dans une ville ancienne, avec des personnages en habits traditionnels et des bâtiments imposants."
20241006_145608_abildgaard_c4b57783-7cb5-4d43-925c-399a882061a5.jpg,"Scène nocturne, avec une femme penchée, entourée de chiens, et une figure allongée."
20241006_145608_aken_0b3f6b17-5628-43c6-9635-6b63270601f4.jpg,"Scène pastorale avec trois hommes élégants assis sous un arbre en pleine nature, un chien à leurs côtés."
20241006_145608_aken_55ae5d97-55a4-449b-b1e5-58b58ed165c0.jpg,"Scène champêtre avec des femmes et un chien autour d'une statue, une charrette en arrière-plan."
20241006_145608_aken_79e40ebc-890d-44ad-8800-94d0a21446bc.jpg,Portrait de deux hommes discutant à une table avec divers instruments de mesure.
20241006_145608_aken_d46dca32-48a1-425b-b2d6-5b27f61c1499.jpg,"Groupe de personnages près d'une statue, des enfants jouant en arrière-plan dans un paysage bucolique."
20241006_145608_albotto_b8f3c948-f13c-451b-a073-b3a4c676503b.jpg,Vue architecturale d'une place avec une église imposante et plusieurs personnages animant la scène.
20241006_145608_albotto_feaff3c1-4c5f-4e4a-9c62-5d30eb2a2580.jpg,"Scène urbaine avec une église et des bâtiments, des passants marchant dans la rue."
20241006_145608_altomonte_d97180f0-d17e-49bf-8cfe-4f81d8838df7.jpg,Fresque céleste montrant des figures allégoriques et des anges dans les nuages.
20241006_145608_amigoni_14d561df-d068-4480-89b7-71fa4be8775f.jpg,"Scène mythologique avec des figures angéliques, des enfants et un berger dans un cadre naturel."
20241006_145608_amigoni_195084b6-7f3d-47c8-9b7b-7229bb10ba3f.jpg,"Femme regardant son enfant avec tendresse, accompagnée de chérubins flottant autour d'eux."
20241006_145608_amigoni_1cffe5fa-57a5-45b3-8ba1-42d03fd8bb1d.jpg,"Scène historique avec des personnages nobles, en habits colorés, entourés de serviteurs et d'objets précieux."
20241006_145608_amigoni_22879014-0036-49d8-aed3-0dca08f8cb8a.jpg,"Jeune femme entourée de chérubins dans un cadre céleste, l'ambiance est joyeuse et légère."
20241006_145608_amigoni_29257548-e345-4414-8173-fcbcc5fe9d74.jpg,"Portrait délicat de la Vierge Marie tenant l'Enfant Jésus. Les tons doux et lumineux de la peinture accentuent la tendresse entre la mère et son enfant, capturant un moment d'intimité spirituelle."
20241006_145608_amigoni_2995ccfe-fa16-4cad-af0f-900f05fb977d.jpg,"Scène pastorale avec une divinité accompagnée de faunes et d'anges, dans un cadre bucolique."
20241006_145608_amigoni_96ee2d83-ac6e-458d-b203-7c40508f5760.jpg,"Jeune couple mythologique dans une étreinte romantique, entouré de fleurs et d'anges."
20241006_145608_amigoni_a438f97e-3283-4938-a8d1-839e6e97f50e.jpg,"Scène mythologique représentant deux figures amoureuses, l'homme et la femme échangeant des regards expressifs. Des anges flottent au-dessus, ajoutant une ambiance divine à la scène."
20241006_145608_amigoni_c89c8f74-ed96-465f-a604-27a8c840da12.jpg,"Représentation de Junon couronnée par Mercure, entourée de chérubins. L'œuvre évoque une atmosphère céleste et mythologique avec ses couleurs douces et ses détails riches."
20241006_145608_amigoni_d5982d61-e37c-4813-a131-b314028fe565.jpg,"Scène dramatique de l’Ancien Testament, montrant une femme prête à enfoncer un pieu dans la tête de son ennemi endormi. Le geste déterminé et l'éclairage accentuent la tension de l'instant."
20241006_145608_amigoni_ed4a82ce-b255-46fc-958d-f6b7d3614edf.jpg,"Scène mythologique avec Vénus endormie entourée de putti et d'un berger, symbolisant l'amour et la paix. Les anges ajoutent une touche aérienne et délicate à la composition."
20241006_145608_andriessen_0b293998-39d1-4b13-b02f-cd50784ef083.jpg,Paysage bucolique avec des personnages s’adonnant à des activités champêtres près d’une colonne ornée d'un relief. Les arbres luxuriants et l’atmosphère tranquille évoquent la vie rurale idyllique.
20241006_145608_andriessen_e3d468c0-fa34-4e60-bd0e-b2a45b7312bb.jpg,"Scène de campagne, où un groupe se repose à l’ombre des arbres, près d’un édifice classique. L’atmosphère paisible met en valeur la beauté naturelle et architecturale du paysage."
20241006_145608_anesi_0c3db45e-6475-46c2-bd3f-f40c9bb24f85.jpg,Vue animée d'un village avec une route principale où des passants et cavaliers se déplacent. Le ciel dégagé et les collines en arrière-plan ajoutent une profondeur à cette scène de la vie quotidienne.
20241006_145608_anesi_21b0dffc-e083-4b63-b3a7-aa12a75f67c6.jpg,"Perspective d'un jardin élaboré avec des fontaines, des arbres majestueux et des collines lointaines. La composition géométrique du jardin et l’élégance architecturale créent une atmosphère sereine."
20241006_145608_anesi_589a9e9a-cca7-4554-a61b-ede3c92ebf93.jpg,"Scène champêtre représentant une rivière traversée par un pont en ruine, avec des personnages et des animaux. L’arrière-plan montagneux et les ruines ajoutent une dimension romantique au paysage."
20241006_145608_batoni_a19f4322-6936-4ea6-b124-43cb65c86423.jpg,Scène mythologique avec personnages et paysage en arrière-plan.
20241006_145608_batoni_a2f55ed3-f0b7-4e37-84f5-6f7e3a5c374f.jpg,Portrait d'une femme élégante dans une robe bleue richement ornée.
20241006_145608_batoni_a37fb0e5-d687-475e-9d34-310306482faa.jpg,"Portrait de la Vierge Marie tenant tendrement l'Enfant Jésus endormi dans ses bras. La composition est douce et intimiste, avec un fond sombre mettant en valeur l'expression maternelle et la tranquillité du moment."
20241006_145608_batoni_b62f3f34-a67f-4b8a-b2f7-9567fa6f3c35.jpg,"Allégorie de la lumière, avec deux personnages principaux sous un ciel orageux."
20241006_145608_batoni_b7f4a6f4-1635-45e3-bd2c-e8f872a8a3f7.jpg,"Portrait d'une jeune femme avec une couronne de laurier, symbole de triomphe."
20241006_145608_batoni_bbfee107-bdbd-47ad-998c-b4735d49455f.jpg,"Scène dramatique dans une chambre avec des rideaux rouges en arrière-plan. Une femme, assise sur un lit, tend le bras vers un groupe d'hommes armés à l'entrée, ajoutant de la tension à la composition."
20241006_145608_batoni_c14fcbbe-fca8-4f4c-a48b-a3a8524d657e.jpg,"Portrait d'un homme élégant en habit rouge, debout dans un cadre extérieur avec un chien à ses pieds. Le personnage adopte une posture confiante, adossé à une statue, créant une ambiance de noblesse et de calme."
20241006_145608_batoni_c5f7a6d3-5b9e-4f3c-9f3d-1e7c3a9f4e2b.jpg,Portrait d'un homme en habit rouge tenant un document dans sa main.
20241006_145608_batoni_c7a8e70c-9f1d-4fd7-8d8a-e762c5e0c167.jpg,La Vierge à l'Enfant entourée de saints et d'anges dans une composition sacrée.
20241006_145608_batoni_d3f7c3a5-e4b9-4567-a6f3-7f2b4e3c3a9f.jpg,"Portrait d'un homme debout dans un parc, s'appuyant sur une colonne."
20241006_145608_batoni_d8bfa2c2-2ad6-4769-8d75-cf16f3d3d4b3.jpg,"Un héros antique avec ses attributs de guerrier, en conversation avec une femme."
20241006_145608_batoni_e8924883-a3ca-4435-8e5d-9c12dcdcb00b.jpg,"Scène romantique où un homme et une femme sont assis dans un paysage bucolique. La femme lève les yeux vers l'homme avec une expression d'adoration, tandis que l'homme regarde au loin pensivement, créant une ambiance de complicité."
20241006_145608_batoni_e9cf342e-1b2f-42f9-8410-0b6f5ec3a5b9.jpg,Représentation de Vénus entourée de chérubins et d'autres figures célestes.
20241006_145608_batoni_f1e572a8-833d-497e-988f-4f4c6c44b4e2.jpg,La Vierge portant l'Enfant Jésus dans une pose affectueuse et intime.
20241006_145608_baumgartner_6cf86cee-1a2d-4fa7-a963-035ce99501a3.jpg,"Scène complexe avec plusieurs personnages dans un intérieur richement décoré. Au centre, un homme et une femme discutent tandis que d'autres personnages les entourent, créant une atmosphère de festivité et de richesse."
20241006_145608_bayeu_y_subias_348a1418-b867-43b7-9f68-8f39edfb5032.jpg,"Scène en extérieur avec trois personnages en pleine discussion. L'homme, en habit bleu, semble tendre quelque chose à deux femmes, ajoutant une touche d'interaction sociale au cadre naturel."
20241006_145608_bayeu_y_subias_370a10aa-45cf-4607-a0bf-70d19a65f558.jpg,Paysage animé avec un groupe de personnages rassemblés devant une maison de campagne. Les arbres et les bâtiments en arrière-plan ajoutent de la profondeur à cette scène champêtre.
20241006_145608_bayeu_y_subias_c5d28dbf-b8dc-41f5-8057-025e0d2e4021.jpg,"Scène céleste dramatique, représentant des personnages mythologiques et allégoriques flottant parmi les nuages. La composition est dense et dynamique, évoquant une bataille divine."
20241006_145608_bayeu_y_subias_ffa5dc2c-99fe-450b-b1e9-9c95915dbaf9.jpg,"Scène rurale avec deux hommes en train de jouer avec un chien. L'ambiance est légère et décontractée, et l'arrière-plan de ciel bleu ajoute de la sérénité."
20241006_145608_bazzani_51c9b3a5-eed4-40c5-ba68-59aef994d0b2.jpg,"Portrait d’un homme aux traits sérieux, vêtu de noir, avec un fond sombre qui accentue son expression concentrée. L'ovale de la composition donne un aspect classique et solennel."
20241006_145608_bazzani_6aa9ad1d-a37c-4e4a-841f-346eb1eba5b4.jpg,"Portrait dramatique avec une femme en extase, regardant vers le ciel, tandis qu'un autre personnage l'observe. La lumière et les expressions accentuent l'émotion intense de la scène."
20241006_145608_bazzani_8a10c139-92f1-4bee-8dc6-795b322f27a3.jpg,"Scène religieuse sombre montrant Jésus en prière, les bras tendus vers le ciel. Une figure céleste semble l'accompagner, créant une atmosphère de dévotion et de mystère."
20241006_145608_bazzani_c68713dc-fc3c-4447-8546-313c5e7df5a4.jpg,"Scène de la Nativité, avec la Vierge tenant tendrement l'Enfant Jésus endormi, entourée de personnages pieux dans une atmosphère calme et spirituelle."
20241006_145608_beach_72f1ccdf-fc0d-4f0a-8400-65cd7fa28a9d.jpg,"Portrait de deux jeunes enfants dans un paysage bucolique, vêtus de tenues colorées. Ils semblent calmes et innocents, donnant une impression de douceur et de jeunesse."
20241006_145608_beaufort_9d0fe166-9d8f-481d-9a8b-13b05b9d5b15.jpg,"Scène dramatique avec un personnage principal vêtu de rouge, tenant un poignard et entouré de guerriers en armure, dans une ambiance tendue et théâtrale."
20241006_145608_beechey_1996855d-f05e-4401-8f2e-6076ac33b803.jpg,"Portrait d'une femme en robe blanche, assise près d'une fenêtre avec un paysage en arrière-plan. Elle tient un papier dans ses mains, créant une ambiance paisible et raffinée."
20241006_145608_beechey_6d2b3d8e-8d50-483f-9f4b-8df27503e4f9.jpg,"Portrait d'un homme en uniforme militaire richement décoré, regardant vers la gauche avec une expression de fierté. Le fond sombre accentue l'éclat de l'uniforme."
20241006_145608_beechey_6ff39c94-4d8c-4d92-b5f4-8cc43c8833bb.jpg,"Portrait de deux jeunes enfants avec un chien, assis dans un cadre naturel. L'un tient un livre tandis que l'autre regarde l’observateur avec curiosité, ajoutant une touche de vivacité."
20241006_145608_beechey_715494d3-4db3-4b81-ba53-d015c50511ec.jpg,"Portrait d'un homme âgé avec un sourire bienveillant, vêtu d’un habit noir, dans un style classique avec un fond sombre et minimaliste."
20241006_145608_beechey_aea7ae18-baa3-4117-b9e8-387e5be109b3.jpg,"Portrait d’un jeune garçon en veste sombre, assis dans un cadre extérieur. Son expression sérieuse est adoucie par l’arrière-plan naturel et paisible."
20241006_145608_beechey_b74422e2-22bb-4cea-b86b-82c53c1d56d7.jpg,"Portrait d'une femme élégante avec un col en fourrure, vêtue d'une robe sombre. Le fond sombre met en valeur son expression douce et sereine."
20241006_145608_beechey_c9adc672-318c-4274-9cb9-5995e9f11fbe.jpg,"Portrait en pied d'une femme vêtue d'une robe blanche, debout dans un paysage boisé avec un petit chien à ses côtés. L'ambiance est calme et le paysage ajoute une touche de tranquillité."
20241006_145608_belle_0889ccb3-5d56-4463-8e15-f8886a1faeb4.jpg,"Portrait de deux jeunes filles vêtues de robes élégantes, marchant dans un jardin. Leurs expressions sont paisibles, et la scène respire la grâce et la sérénité."
20241006_145608_belle_16f2df82-25e0-46f8-a944-fd09eadcd5fc.jpg,"Scène mythologique avec deux personnages flottant parmi les nuages, échangeant un regard amoureux. Le ciel lumineux et les détails ajoutent de la légèreté à la composition."
20241006_145608_belle_25b8074a-c202-4e8f-907e-bb4738c0423f.jpg,"Portrait d'un homme vêtu de riches vêtements, tenant une tasse dans une main. Son expression est calme et posée, et la scène dégage une ambiance de confort et d'élégance."
20241006_145608_belle_58cc5d91-92b5-402c-88e6-82d3dc0a9bb9.jpg,"Scène pastorale représentant une jeune femme et une vieille dame assises, échangeant un regard bienveillant. Un petit ange les observe en arrière-plan, ajoutant une touche divine."
20241006_145608_belle_666e6347-e4f4-48af-9382-5f77953cad73.jpg,"Scène céleste avec un ange et une jeune femme marchant ensemble. Des chérubins les observent d'en haut, créant une atmosphère douce et mystique."
20241006_145608_belle_90d1e1c6-f65f-494a-8c92-05af85d14f12.jpg,"Portrait d'une noble dame assise avec un enfant sur ses genoux. La scène est richement décorée, mettant en avant la tendresse maternelle et le luxe."
20241006_145608_belle_97aec9bb-851d-46f7-8df5-d2c6da0c5d38.jpg,"Portrait d'un jeune homme vêtu d'une armure, debout dans un paysage. Son expression est fière, et l'arrière-plan naturel ajoute une touche de grandeur."
20241006_145608_bellotto_0237962d-6090-4bbc-8258-f0cf14581c92.jpg,"Vue crépusculaire sur une ville en ruines, baignée d'une lumière rougeâtre. L'atmosphère dramatique souligne le passage du temps et la mélancolie."
20241006_145608_bellotto_06131e7b-2b52-4f3c-91f0-f9608666e4c4.jpg,Vue urbaine avec un pont traversant une rivière et des bâtiments historiques sur les rives. Le jeu de lumière et d'ombre confère une ambiance paisible.
20241006_145608_bellotto_124ac3d8-fd00-4242-859c-e05b2fdd44e4.jpg,"Rue animée bordée de bâtiments historiques, avec des passants et des détails architecturaux marqués. L'angle de vue met en évidence la profondeur et l'élégance des structures."
20241006_145608_bellotto_1923ce26-f2fb-46c5-9ade-576d7ab66fb2.jpg,"Ruines antiques avec des colonnes imposantes, évoquant la grandeur passée d'une civilisation. Les personnages en contemplation ajoutent une dimension humaine à cette scène historique."
20241006_145608_bellotto_2f5d1135-614e-45ac-9734-4fcbf2c81c47.jpg,"Paysage urbain représentant une rivière avec des maisons en arrière-plan. Des personnages animent le premier plan, ajoutant une touche de vie à la scène paisible."
20241006_145608_bellotto_41205b11-c803-4f81-8d92-f68fdbfa16a8.jpg,Terrasse avec des personnages admirant un vaste panorama urbain. La vue dégagée et le ciel clair mettent en relief l'architecture environnante.
20241006_145608_bellotto_43ed31b4-0650-4b8b-988d-20b1ed2e8159.jpg,Vue panoramique d'une ville avec un grand pont traversant une rivière. Les personnages sur les rives et les bâtiments majestueux créent une scène riche et détaillée.
20241006_145608_bellotto_46652f76-4144-4f77-a89b-eb80697b6797.jpg,Scène de canal bordé de bâtiments historiques et traversé par des gondoles. Le calme de l'eau et les détails architecturaux invitent à la contemplation.
20241006_145608_bellotto_497e541c-dc74-4e22-a625-855d4c06e4d7.jpg,Place urbaine avec une tour imposante et des personnages vêtus d'habits d'époque. La scène évoque la vitalité d'une place publique remplie d'activités quotidiennes.
20241006_145608_bellotto_4bd23b4f-0212-4a52-813e-2fcd506a54ba.jpg,Scène urbaine représentant une ruine au centre d'une place animée. La foule et les bâtiments environnants ajoutent une ambiance vivante à ce cadre architectural impressionnant.
20241006_145608_bellotto_5b71adde-2a72-4059-b86f-45364bbefbee.jpg,Paysage de rivière avec des maisons et des arbres le long de la rive. Le ciel clair et la végétation créent une atmosphère de calme rural.
20241006_145608_bellotto_5d137cce-6943-4c8e-ab5d-036d591d81ac.jpg,"Vue d'une ville traversée par une rivière, avec des bâtiments pittoresques le long des berges. L'horizon brumeux ajoute de la profondeur et de la tranquillité à la composition."
20241006_145608_bellotto_61ace6e1-d595-4799-8f67-c9222e5a7fd1.jpg,"Paysage montagneux avec un château fortifié au sommet d’une colline. Des personnages et des animaux occupent le premier plan, donnant une touche vivante à la scène majestueuse."
20241006_145608_bellotto_64a0d2cc-aaa6-41a4-89ab-11f3f870187a.jpg,Vue pittoresque d'un village sur une colline avec des pâturages verdoyants en avant-plan. La lumière naturelle et les couleurs vives créent une atmosphère paisible.
20241006_145608_bellotto_694c3df1-b27f-4296-a7e7-cc8e894ace46.jpg,Vue panoramique d'un jardin formel avec des fontaines et des statues. L'étendue de la composition offre une perspective grandiose sur une ville en arrière-plan.
20241006_145608_bellotto_7be5226a-3e31-494e-9ce9-5359e61a2dcf.jpg,Scène urbaine animée avec un pont traversant une rivière et de nombreux bâtiments majestueux en arrière-plan. L’ensemble respire l’élégance architecturale.
20241006_145608_bellotto_84afd2fa-2396-4e5a-bf29-46a1794230e8.jpg,"Scène élégante d'une terrasse avec deux personnages en habits de l'époque, observant la vue sur des jardins et des bâtiments classiques. L'ambiance est calme et raffinée."
